UNITID,INSTNM,CITY,STABBR,HIGHDEG,CONTROL,CCBASIC,ADM_RATE,SAT_AVG,UGDS,NPT4_PRIV,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,COSTT4_A,TUITIONFEE_IN,PCTPELL,C150_4,RET_FT4,RPY_3YR_RT,PAR_ED_PCT_1STGEN,DEP_INC_AVG,GRAD_DEBT_MDN,LO_INC_DEBT_MDN,HI_INC_DEBT_MDN,FIRSTGEN_DEBT_MDN,COUNT_WNE_P10,MD_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,PCT90_EARN_WNE_P10,_key,real_PCT75_EARN_WNE_P10,real_COSTT4_A,real_NPT41_PRIV,real_NPT44_PRIV,real_GRAD_DEBT_MDN,real_PCT25_EARN_WNE_P10,real_NPT4_PRIV,real_HI_INC_DEBT_MDN,real_NPT43_PRIV,real_DEP_INC_AVG,real_MD_EARN_WNE_P10,real_TUITIONFEE_IN,real_NPT42_PRIV,real_LO_INC_DEBT_MDN,real_FIRSTGEN_DEBT_MDN,real_PCT90_EARN_WNE_P10,real_NPT45_PRIV
134510,Hobe Sound Bible College,Hobe Sound,FL,4,2,22.0,,,112,12074.0,12148.0,11554.0,11554.0,14176.0,,18838.0,9068.0,0.5035,0.5,0.9167,,0.3417721519,33387.22807,,,,,61,39863.0,17517.0,,,hobe sound bible college,,19334.24893075418,12468.014439473498,14549.4379892967,,17978.449863043897,12392.065059450364,,11858.366713341851,34266.746927128326,40913.10994408397,9306.878081753843,11858.366713341851,,,,
134945,Jacksonville University,Jacksonville,FL,4,2,18.0,0.5694,1205.0,2930,25180.0,21893.0,19733.0,23974.0,27936.0,29653.0,63969.0,47830.0,0.3073,0.5065,0.7467,0.5393474088,0.356017192,76616.708831,22000.0,12500.0,13450.0,12500.0,1503,68010.0,40141.0,99286.0,91700.0,jacksonville university,101901.48844563433,65654.1336581067,22469.726714141692,28671.917301706588,22579.545412283253,41198.43329065737,25843.31606733147,13804.312990691353,24605.54644154903,78635.0207449658,69801.58561315382,49089.984412250364,20252.825891844794,12829.287166070031,12829.287166070031,94115.65065028974,30434.148186837967
135081,Keiser University-Ft Lauderdale,Fort Lauderdale,FL,4,2,17.0,0.9697,,17678,30498.0,29143.0,30272.0,32174.0,36495.0,36775.0,43251.0,25056.0,0.5732,0.6101,0.7102,0.3012249153,0.4765165664,42655.325631,26125.0,13506.0,12000.0,12847.0,11521,39696.0,21628.0,60050.0,62400.0,keiser university-ft lauderdale,61631.89554580043,44390.35993757559,29910.71327046231,37456.38681005806,26813.210177086363,22197.74582622101,31301.407999264302,12316.115679427228,33021.55882249097,43778.9937345861,40741.710667545274,25716.049538644053,31069.454487301755,13861.788197195347,13185.428177800135,64043.80153302159,37743.76284257803
135364,Luther Rice College & Seminary,Lithonia,GA,4,2,24.0,0.9167,,165,27883.0,27883.0,,,,,31680.0,11320.0,0.5,,0.5,0.2598039216,0.5436241611,58768.0,34153.0,17435.0,11334.0,15316.0,146,47003.0,24933.0,68238.0,,luther rice college & seminary,70035.59181106294,32514.545393687884,28617.521124122453,,35052.69156662318,25589.809352929926,28617.521124122453,11632.571259219018,,60316.12385404828,48241.198773343174,11618.202457593019,,17894.28973923448,15719.468978842287,,
135726,University of Miami,Coral Gables,FL,4,2,15.0,0.189,1415.0,12913,37244.0,15978.0,17941.0,21768.0,27982.0,50352.0,86078.0,62616.0,0.1486,0.8368,0.9377,0.7333573228,0.2009592326,105287.24486,17500.0,15500.0,14500.0,15500.0,2039,75328.0,49163.0,115933.0,112900.0,university of miami,118987.01992191974,88345.55045447809,16398.908027157355,28719.129078477727,17961.002032498043,50458.09959564007,38225.117697048976,14881.973112641235,22341.433842480994,108060.82393866166,77312.36349165786,64265.49161525128,18413.619283716995,15908.316085926837,15908.316085926837,115874.12168394451,51678.421390876654
136215,Nova Southeastern University,Fort Lauderdale,FL,4,2,16.0,0.7321,1157.0,7240,30371.0,26603.0,27048.0,29953.0,34277.0,35443.0,56692.0,38700.0,0.3581,0.6334,0.7564,0.4797011208,0.373340143,61038.630015,24250.0,19025.0,13500.0,18250.0,2948,59209.0,34270.0,92510.0,112300.0,nova southeastern university,94946.98845865107,58185.43584150737,27303.802118316882,35179.9580953106,24888.817102175857,35172.7736944976,31171.06244165703,13855.630139355633,30742.05107882365,62646.56901487492,60768.74110526723,39719.473066152816,27760.524741428973,19526.175066758587,18730.759262462245,115258.31589997315,36376.674002161606
136330,Palm Beach Atlantic University,West Palm Beach,FL,4,2,17.0,0.8199,1075.0,2603,28354.0,25570.0,25312.0,25619.0,26244.0,32786.0,53827.0,40650.0,0.2296,0.5534,0.6796,0.5704514364,0.2200374532,85869.182109,22500.0,12625.0,14520.0,13000.0,947,49232.0,29283.0,76114.0,81300.0,palm beach atlantic university,78119.06906866035,55244.96322304412,26243.589826912856,26935.34499090735,23092.716898926054,30054.401286722295,29100.92866453997,14902.499972106947,26293.88063260385,88131.23167935392,50528.91726079678,41720.84186405974,25978.79333980517,12957.580037730731,13342.458652712832,83441.68372811947,33649.68072214176
136774,Ringling College of Art and Design,Sarasota,FL,3,2,30.0,0.6965,,1662,57742.0,47261.0,48213.0,55121.0,59265.0,62609.0,80276.0,57900.0,0.2108,0.7207,0.8635,0.6527777778,0.1683168317,80091.985263,27000.0,26421.0,27000.0,27000.0,399,43325.0,21453.0,79118.0,92400.0,ringling college of art and design,81202.20336041029,82390.70852347503,48505.99526045086,60826.216311771226,27711.260278711266,22018.13580589603,59263.09596345726,27711.260278711266,56573.05103047569,82201.84629117406,44466.30931759872,59425.258153236384,49483.07377101875,27117.007697178902,27711.260278711266,94834.09073158966,64258.30721443828
136950,Rollins College,Winter Park,FL,4,2,18.0,0.4754,1271.0,2631,34732.0,27177.0,27965.0,30079.0,32393.0,41006.0,76108.0,60580.0,0.2285,0.7505,0.8524,0.5588235294,0.2375328084,83241.978159,25500.0,22500.0,20238.0,21945.0,669,58295.0,32866.0,89810.0,91400.0,rollins college,92175.86243077995,78112.91101082062,27892.922984982815,33246.32793364052,26171.745818782863,33731.78816000461,35646.94414815554,20771.129093354022,30871.370293457636,85434.81936588325,59830.6636276842,62175.85732164179,28701.681247931872,23092.716898926054,22523.096548752546,93807.74775830406,42086.21996254941
137032,Saint Leo University,Saint Leo,FL,4,2,17.0,0.784,,6721,21293.0,19602.0,17699.0,19823.0,23707.0,25780.0,45264.0,30000.0,0.3249,0.45,0.5922,0.356011298,0.4910432034,52768.610614,25278.0,13099.0,14750.0,14250.0,5474,48364.0,28410.0,70530.0,89400.0,saint leo university,72387.96990583354,46456.38834279951,20118.37496234438,24331.512867681777,25943.89767871346,29158.403871043964,21853.920930170334,15138.558855962636,20345.196759440496,54158.69271372296,49638.05155998487,30790.289198568073,18165.244284181877,13444.066607068105,14625.387369319835,91755.06181173286,26459.12185130283
137476,St. Thomas University,Miami Gardens,FL,4,2,17.0,0.9791,,2214,26312.0,24657.0,26101.0,27122.0,29081.0,30098.0,51205.0,34770.0,0.2697,0.4806,0.5656,0.4921985816,0.4127358491,40982.247911,19125.0,9500.0,9250.0,9500.0,637,54272.0,32619.0,82134.0,90000.0,st. thomas university,84297.65376783967,52553.89194708927,25306.5386923031,29847.080006118606,19628.809364087145,33478.28144560307,27005.13631309077,9493.672502891823,27836.47412145211,42061.84217290341,55701.685846156215,35685.9451811404,26788.57794572751,9750.258246213223,9750.258246213223,92370.86759570421,30890.87080995006
137546,Stetson University,DeLand,FL,4,2,18.0,0.716,1176.0,2297,19372.0,15931.0,14657.0,17327.0,22600.0,26904.0,72533.0,57410.0,0.3721,0.6229,0.7818,0.617954071,0.2672482157,76825.855906,23250.0,16000.0,15000.0,14750.0,651,51642.0,32864.0,76909.0,88300.0,stetson university,78935.0117324224,74443.7348813246,16350.669907412932,23195.351196254614,23862.474128890255,33729.73547405804,19882.31607848869,15395.144599284036,17783.444698119634,78849.6773757753,53002.40382641508,58922.35009632644,15043.108959447074,16421.48757256964,15138.558855962636,90626.08454111869,27612.73135327585
137564,Southeastern University,Lakeland,FL,4,2,17.0,0.5298,,4813,31942.0,29498.0,29185.0,31185.0,34795.0,34482.0,49329.0,32950.0,0.2151,0.4255,0.6989,0.5504523312,0.3458522493,62355.577767,21500.0,12332.0,12000.0,12000.0,918,46744.0,28202.0,63763.0,62600.0,southeastern university,65442.70700560987,50628.47252920548,30275.0650259787,35711.60375547253,22066.37392564045,28944.92453260056,32783.44725268871,12316.115679427228,32006.50562191151,63998.20908632439,47975.3759432622,33818.0009697606,29953.819675340306,12656.86154655805,12316.115679427228,64249.070127678715,35390.35840483414
137847,The University of Tampa,Tampa,FL,4,2,18.0,0.4034,,10572,36211.0,30011.0,31513.0,31898.0,34691.0,37975.0,51614.0,34408.0,0.1516,0.637,0.8545,0.6488240065,0.2523762701,99143.914922,24211.0,17500.0,18500.0,19500.0,1491,59436.0,38879.0,87838.0,88400.0,the university of tampa,90151.91408746074,52973.66622316308,30801.578971274215,35604.86408625083,24848.78972621772,39903.18845837094,37164.905405644946,18987.345005783645,32738.288161864148,101755.66042422029,61001.72096020306,35314.40902481101,32343.14611714919,17961.002032498043,20013.687979069247,90728.71883844725,38975.37441052075
137953,Trinity College of Jacksonville,Jacksonville,FL,4,2,22.0,0.5328,907.0,386,20011.0,16686.0,18885.0,18174.0,21991.0,23223.0,26995.0,15100.0,0.5013,0.3418,0.5667,0.4691358025,0.3406113537,48410.866995,24250.0,11875.0,8846.0,11500.0,110,37275.0,25053.0,56949.0,56000.0,trinity college of jacksonville,58449.20598564177,27706.12856384484,17125.55885224356,22570.30832552368,24888.817102175857,25712.970509724197,20538.14923841819,9079.02994168444,18652.757196492537,49686.153170982136,38256.93432922083,15497.778896612597,19382.487050498603,12187.822807766528,11802.944192784427,57475.20650399374,23834.762868611546
137962,Trinity College of Florida,Trinity,FL,3,2,22.0,0.9189,,148,20297.0,16224.0,21304.0,21584.0,22854.0,24304.0,24904.0,16300.0,0.4762,0.0,0.28,0.4295774648,0.4112149533,52792.514286,23250.0,15128.0,,,96,32465.0,14547.0,52613.0,,trinity college of florida,53998.9828534754,25560.04540670464,16651.388398585616,23456.04231146916,23862.474128890255,14930.211232385658,20831.68332877787,,22152.586735396442,54183.22607951588,33320.224627717085,16729.39046455532,21865.210702876473,15526.516499864594,,,24944.239622733283
138275,Warner University,Lake Wales,FL,4,2,20.0,0.4281,932.0,756,19748.0,17853.0,18884.0,21526.0,18958.0,23060.0,41044.0,29992.0,0.5088,0.4213,0.4392,0.3635077793,0.4251207729,47973.956236,22250.0,14250.0,11000.0,14098.0,483,46086.0,26799.0,60997.0,83600.0,warner university,62603.84234150189,42125.22099553426,18323.30110206786,19457.41008754845,22836.131155604653,27504.96534108086,20268.221036444076,11289.772706141626,22093.058842945877,49237.73288352961,47300.042266840275,30782.07845478179,19381.460707525315,14625.387369319835,14469.383237380423,85802.27256667636,23667.468963965992
138293,Webber International University,Babson Park,FL,4,2,22.0,0.694,,813,29529.0,27801.0,25644.0,29924.0,33574.0,32673.0,50989.0,33770.0,0.4767,0.2796,0.4118,0.4105571848,0.3668341709,57209.19403,25250.0,8250.0,9500.0,8750.0,372,45606.0,26734.0,70198.0,69700.0,webber international university,72047.22403870271,52332.201864859584,28533.361000313034,34458.43898509082,25915.160075461463,27438.253047817296,30306.881658150553,9750.258246213223,30712.287132598365,58716.25430002313,46807.397639663184,34659.60220785479,26319.539206935988,8467.32952960622,8980.501016249022,71536.1052380065,33533.70396616049
138600,Agnes Scott College,Decatur,GA,4,2,21.0,0.6215,1260.0,836,24754.0,21467.0,21956.0,23697.0,25194.0,30054.0,63283.0,50604.0,0.3853,0.7068,0.8133,0.5623342175,0.2119565217,68369.924731,26749.0,16000.0,15750.0,17280.0,278,56274.0,33082.0,77511.0,79600.0,agnes scott college,79552.87020234033,64950.062378432776,22032.504607522027,25857.68486895747,27453.64819241658,33953.4782422343,25406.0939607118,16164.901829248238,24321.24943794892,70170.99183172738,57756.42447867399,51937.05982014463,22534.386321458685,16421.48757256964,17735.20657837521,81696.90067353395,30845.711719125495
138868,Point University,West Point,GA,4,2,22.0,0.4426,,1996,25335.0,23992.0,24000.0,25993.0,27437.0,26601.0,33564.0,24000.0,0.2468,0.3407,0.7413,0.3124287343,0.3634259259,56572.671662,25250.0,14250.0,14535.0,14250.0,532,38740.0,19421.0,59089.0,59500.0,point university,60645.579948472965,34448.17555535796,24624.020615068173,28159.772158037074,25915.160075461463,19932.606884179684,26002.399228190738,14917.895116706231,26677.732904612665,58062.964040287225,39760.526785084236,24632.231358854457,24632.231358854457,14625.387369319835,14625.387369319835,61067.406910493344,27301.74943237031
138947,Clark Atlanta University,Atlanta,GA,4,2,16.0,0.6422,,3603,37702.0,37356.0,39270.0,39009.0,39514.0,38680.0,43676.0,28310.0,0.7047,0.4902,0.707,0.3121412804,0.3224773091,41133.515984,27000.0,19250.0,19500.0,19500.0,1256,42712.0,22235.0,62609.0,71600.0,clark atlanta university,64258.30721443828,44826.55570122197,38340.06811005696,40554.916246407294,27711.260278711266,22820.73601100537,38695.18277881378,20013.687979069247,40036.61304489806,42217.09509670941,43837.161074974654,29055.769573715406,40304.48856092561,19757.102235747847,20013.687979069247,73486.15688724913,39698.9462066871
139144,Berry College,Mount Berry,GA,4,2,20.0,0.64,1220.0,2245,22320.0,18189.0,16935.0,19283.0,20665.0,28116.0,56697.0,41686.0,0.2677,0.6949,0.8351,0.726618705,0.1687413555,100629.95788,23250.0,17314.0,19500.0,19549.0,680,53800.0,36699.0,74990.0,82500.0,berry college,76965.45956668732,58190.567556373804,18668.152341091823,21209.377542946975,23862.474128890255,37665.760776608324,22907.975163734645,20013.687979069247,19790.97155386627,103280.85017216414,55217.25196276541,42784.13318438362,17381.118252591677,17770.10223946692,20063.978784760242,84673.2952960622,28856.659036897996
139199,Brenau University,Gainesville,GA,4,2,17.0,0.8778,1079.0,1029,18924.0,19481.0,17379.0,18420.0,18279.0,20426.0,46010.0,34027.0,0.4586,0.3291,0.6497,0.4541800643,0.4032411821,57041.912409,27000.0,16500.0,17500.0,18101.0,835,54003.0,34083.0,79256.0,77600.0,brenau university,81343.8386907237,47222.040200870564,19994.18746257682,18760.523208687526,27711.260278711266,34980.84755849319,19422.51442645674,17961.002032498043,18905.237567920798,58544.565983749955,55425.59958634239,34923.372351989194,17836.814532730485,16934.65905921244,18577.83415944269,79644.21472696275,20964.081572331714
139205,Brewton-Parker Christian University,Mount Vernon,GA,4,2,22.0,0.9649,,774,26054.0,24574.0,24633.0,27082.0,28590.0,29357.0,38918.0,20120.0,0.4519,0.2103,0.4843,0.4073275862,0.376146789,48644.197452,24990.0,8250.0,5500.0,8250.0,342,42009.0,25920.0,56205.0,63000.0,brewton-parker christian university,57685.60681351728,39943.21583432907,25221.352225520393,29343.14560623537,25648.310902407204,26602.809867562813,26740.339825983086,5644.886353070813,27795.420402520685,49925.630245977605,43115.641964754876,20650.02062250632,25281.906460944243,8467.32952960622,8467.32952960622,64659.60731699295,30130.35066674543
139393,Covenant College,Lookout Mountain,GA,4,2,21.0,0.8651,1294.0,939,26265.0,18310.0,15929.0,24606.0,24836.0,30172.0,57467.0,42040.0,0.1905,0.7149,0.8821,0.8191268191,,,22500.0,13750.0,19500.0,15369.0,420,50412.0,33938.0,73784.0,83600.0,covenant college,75727.6899409049,58980.85164580371,18792.339840859382,25490.25408452122,23092.716898926054,34832.02782736677,26956.898193346347,20013.687979069247,25254.195200665534,,51740.00196927379,43147.45859692673,16348.61722146636,14112.215882677034,15773.865156426424,85802.27256667636,30966.820189973198
139630,Emmanuel University,Franklin Springs,GA,4,2,22.0,0.74,,775,20925.0,17735.0,17687.0,19817.0,20592.0,24674.0,37604.0,25500.0,0.2869,0.4228,0.7094,0.4142857143,0.3561946903,65200.125275,24325.0,12150.0,11000.0,12000.0,346,38208.0,18566.0,57243.0,60000.0,emmanuel university,58750.95081978774,38594.60116743179,18202.192631220158,21134.454505897123,24965.79282517228,19055.083642020494,21476.22671600123,11289.772706141626,20339.038701600784,66917.69043333725,39214.512323296294,26171.745818782863,18152.92816850245,12470.06712542007,12316.115679427228,61580.578397136145,25323.986522848954
139658,Emory University,Atlanta,GA,4,2,15.0,0.1065,1520.0,7298,22585.0,7363.0,9220.0,11237.0,13821.0,53018.0,83622.0,64280.0,0.1821,0.9109,0.957,0.7968103957,0.1638702461,94018.34881,18250.0,15984.0,17500.0,15013.0,1344,80137.0,57523.0,120080.0,135900.0,emory university,123243.26423213514,85824.85211208864,7556.96331230189,14185.086233780312,18730.759262462245,59038.326852307706,23179.956051655332,17961.002032498043,11533.015990810314,96495.07166105827,82248.04685018832,65973.32632279853,9462.882213693254,16405.06608499707,15408.487057936749,139480.01006951337,54414.65175765607
140234,LaGrange College,Lagrange,GA,4,2,22.0,0.6209,,636,20875.0,20764.0,19322.0,18718.0,18707.0,24549.0,49681.0,35400.0,0.4313,0.4692,0.6721,0.5758122744,0.2545126354,72103.635838,25730.0,15000.0,15000.0,16000.0,398,51745.0,32714.0,72273.0,70500.0,lagrange college,74176.88570827035,50989.745255802016,21310.98549730225,19199.798001253763,26407.80470263855,33575.784028065194,21424.909567336952,15395.144599284036,19211.087773959905,74003.05999067525,53108.1171526635,36332.54125431032,19830.99892982441,15395.144599284036,16421.48757256964,72357.17961663497,25195.693651188252
140252,Life University,Marietta,GA,4,2,18.0,0.9303,1030.0,893,29791.0,28151.0,28136.0,30263.0,33995.0,30883.0,41295.0,15036.0,0.3998,0.3793,0.6281,0.3549160671,0.2921108742,59135.37457,16666.0,9500.0,7500.0,9500.0,511,47397.0,25502.0,73921.0,90300.0,life university,75868.29892824501,42382.833081828954,28892.581040962992,34890.52937684405,17105.03199277785,26173.79850472943,30575.783517151383,7697.572299642018,31060.217400542188,60693.1761625316,48645.5779048177,15432.092946322318,28877.18589636371,9750.258246213223,9750.258246213223,92678.7704876899,31696.55004397926
140340,Herzing University-Atlanta,Atlanta,GA,4,2,22.0,0.9375,,387,21679.0,21612.0,22285.0,,,,27007.0,13450.0,0.7034,0.1395,0.25,0.3041105434,0.5209032652,42942.389088,21500.0,10662.0,15250.0,11350.0,8016,36909.0,19077.0,56514.0,77200.0,herzing university-atlanta,58002.74679226254,27718.444679524266,22181.32433864844,,22066.37392564045,19579.544901369438,22250.089317858576,15651.730342605437,,44073.619296565135,37881.2928009983,13804.312990691353,22872.05315966965,10942.868781171093,11648.992746791588,79233.6775376485,
140447,Mercer University,Macon,GA,4,2,16.0,0.6889,1271.0,4500,23847.0,19817.0,21484.0,22533.0,25184.0,26770.0,58204.0,42312.0,0.3543,0.6962,0.8216,0.4664031621,0.2819956616,84040.15207,24199.0,18538.0,15750.0,18352.0,1607,58354.0,36398.0,85903.0,114200.0,mercer university,88165.9404341531,59737.26641711521,20339.038701600784,25847.42143922461,24836.473610538294,37356.83154164936,24475.20088394176,16164.901829248238,23126.586217044478,86254.01955089797,59891.217863108046,43426.62388566041,22049.95243806788,19026.346038768497,18835.446245737377,117208.36754921579,27475.201394855576
140553,Morehouse College,Atlanta,GA,3,2,21.0,0.4396,1090.0,2844,39013.0,36359.0,36534.0,40092.0,41179.0,42723.0,51433.0,32893.0,0.4467,0.5944,0.8691,0.3136645963,0.1971698113,68427.534435,25000.0,20000.0,16500.0,19500.0,701,52889.0,29053.0,82328.0,96300.0,morehouse college,84496.76430465707,52787.89814499839,37316.80416569122,42263.77729692782,25658.574332140062,29818.34240286661,40040.718416791206,16934.65905921244,41148.142484966374,70230.11914662084,54282.25351410222,33759.49942028332,37496.4141860162,20526.85946571205,20013.687979069247,98836.82832740352,43848.45084768079
140696,Oglethorpe University,Atlanta,GA,4,2,21.0,0.8845,1227.0,1352,19509.0,16207.0,17558.0,18745.0,23924.0,22055.0,60581.0,47590.0,0.3596,0.541,0.7333,0.4711538462,0.1992409867,73013.49497,25000.0,16250.0,12375.0,15750.0,376,55232.0,33088.0,87292.0,91000.0,oglethorpe university,89591.5308240468,62176.88366461508,16633.940568039758,24554.229292884753,25658.574332140062,33959.63630007401,20022.92506582882,12700.994294409329,19238.79903423862,74936.88751748318,56686.97510051039,48843.66209866182,18020.52992494861,16678.07331589104,16164.901829248238,93397.21056898982,22635.994275813962
140720,Paine College,Augusta,GA,3,2,21.0,0.9543,,388,16670.0,15322.0,14959.0,17233.0,23604.0,20388.0,27431.0,14596.0,0.7558,0.1443,0.5357,0.1647058824,0.3785714286,32102.562963,,11000.0,10750.0,11000.0,432,33338.0,18210.0,49443.0,56000.0,paine college,50745.47562816004,28153.61410019736,15725.627036682,24225.79954143336,,18689.70554353082,17109.13736467099,11033.186962820226,17686.968458630785,32948.23992153368,34216.22204339541,14980.502038076653,15353.064537379327,11289.772706141626,11289.772706141626,57475.20650399374,20925.08053934686
140818,Piedmont University,Demorest,GA,4,2,18.0,0.9328,1129.0,1117,20599.0,15416.0,17618.0,19085.0,24161.0,25622.0,46801.0,31700.0,0.4235,0.4741,0.6982,0.4774665043,0.3148648649,70515.182143,25000.0,18250.0,15500.0,18750.0,595,49130.0,33695.0,70024.0,67100.0,piedmont university,71868.64036135102,48033.87749273948,15822.103276170847,24797.47257755344,25658.574332140062,34582.626484858374,21141.638906710123,15908.316085926837,19587.75564515572,72372.76170242243,50424.230277521645,32535.072253153598,18082.110503345742,18730.759262462245,19243.930749105046,68867.61350746392,26296.959661523706
140872,Reinhardt University,Waleska,GA,4,2,22.0,0.6154,,1066,24425.0,21877.0,21977.0,23758.0,28296.0,26816.0,46386.0,30074.0,0.3983,0.4357,0.6222,0.4927325581,0.365456821,62937.390728,23900.0,12885.0,13141.0,14000.0,459,46541.0,29886.0,67335.0,65500.0,reinhardt university,69108.80410618604,47607.945158825954,22453.305226569126,29041.400772089408,24529.5970615259,30673.286099613513,25068.427122500838,13487.1730119461,24383.856359319343,64595.34873061322,47767.028319685225,30866.23857859121,22555.939523897683,13224.429210784987,14368.801625998434,67225.46475020696,27522.413171626715
140951,Savannah College of Art and Design,Savannah,GA,4,2,18.0,0.8298,1173.0,15243,49430.0,44858.0,45198.0,48668.0,51558.0,52147.0,63627.0,41630.0,0.1882,0.6941,0.8633,0.5544922913,0.1763042112,95426.340368,25148.0,15000.0,15537.0,15666.0,2473,45954.0,22720.0,74382.0,78400.0,savannah college of art and design,76341.44303892968,65303.124361243026,46039.693095645554,52916.19101665909,25810.47309218633,23318.512353048885,50732.13316950733,15946.290775938405,49950.059823863696,97940.15390305703,47164.56499436657,42726.65797787963,46388.64970656266,15395.144599284036,16078.689019492247,80465.28910559123,53520.70702792431
140988,Shorter University,Rome,GA,4,2,20.0,0.9646,1115.0,1028,16646.0,15929.0,21482.0,22944.0,21292.0,18898.0,35726.0,24630.0,0.3752,0.3769,0.6053,0.3869047619,0.3538461538,57618.850482,25000.0,12250.0,12500.0,12000.0,1620,44604.0,27477.0,64265.0,85400.0,shorter university,65957.93117819924,36667.12906360143,16348.61722146636,21852.894587197046,25658.574332140062,28200.825876968498,17084.505133312137,12829.287166070031,23548.41317906486,59136.702320994445,45779.00198043101,25278.827432024387,22047.89975212131,12572.701422748629,12316.115679427228,87649.68991859045,19395.829509151314
141060,Spelman College,Atlanta,GA,3,2,21.0,0.2487,1220.0,3414,38967.0,32923.0,34108.0,36602.0,38640.0,44529.0,50952.0,31556.0,0.2783,0.7846,0.9409,0.4242738589,0.2070874862,66727.868922,25000.0,22796.0,21500.0,22750.0,624,59993.0,40168.0,86219.0,87400.0,spelman college,88490.26481371136,52294.22717484801,33790.28970948189,39657.89248775568,25658.574332140062,41226.14455093608,39993.50664002007,22066.37392564045,37566.20550819962,68485.67939041743,61573.393996323146,32387.27886500047,35006.50613282533,23396.514419018593,23349.302642247454,89702.37586516165,45702.02625743459
141167,Thomas University,Thomasville,GA,4,2,19.0,0.383,1072.0,998,18499.0,15640.0,19546.0,19923.0,19934.0,20059.0,23079.0,11640.0,0.5535,0.2754,0.4925,0.4173913043,0.4551148225,53551.238866,21198.0,17750.0,14000.0,14250.0,408,49716.0,31997.0,74817.0,69400.0,thomas university,76787.90223230892,23686.969480458418,16052.004102186822,20459.1208294752,21756.4183477082,32839.89611621942,18986.318662810358,14368.801625998434,20447.831056769057,54961.93772085795,51025.66725986701,11946.632209044412,20060.899755840386,18217.587775819444,14625.387369319835,71228.20234602081,20587.413701135898
141185,Toccoa Falls College,Toccoa Falls,GA,4,2,22.0,0.6596,1130.0,875,21642.0,20825.0,18982.0,20262.0,22762.0,24766.0,37561.0,23950.0,0.1611,0.4366,0.625,0.5856832972,0.2995689655,59489.258312,22250.0,9500.0,12867.0,9524.0,324,36630.0,21730.0,53553.0,52700.0,toccoa falls college,54963.74524836387,38550.46841958051,21373.59241867267,23361.61875792688,22836.131155604653,22302.432809496142,22212.114627847008,13205.955037265847,20795.761324712876,61056.382254493314,37594.94311145162,24580.914210190178,19482.042318907304,9750.258246213223,9774.890477572077,54088.274692151244,25418.41007639123
141237,Truett McConnell University,Cleveland,GA,4,2,22.0,0.7826,,744,22227.0,21274.0,18953.0,20984.0,22134.0,24560.0,39152.0,26792.0,0.1015,0.3781,0.6698,0.5386904762,0.2894736842,68347.356061,23439.0,9500.0,11000.0,12000.0,286,46700.0,30962.0,63630.0,64600.0,truett mcconnell university,65306.20339016288,40183.3800900779,21834.420413677904,22717.075370703526,24056.452950841234,31777.631138868823,22812.525267219084,11289.772706141626,21536.78095142508,70147.82863585648,47930.21685243763,27497.78094026786,19452.278372682023,9750.258246213223,12316.115679427228,66301.75607424992,25206.983423894395
141325,Wesleyan College,Macon,GA,4,2,22.0,0.591,1075.0,400,12724.0,11045.0,13317.0,12943.0,9287.0,22726.0,40721.0,27650.0,0.4579,0.4452,0.76,0.4054054054,0.3515625,54957.517949,24094.0,15425.0,12925.0,15613.0,169,44317.0,25212.0,60741.0,67300.0,wesleyan college,62341.098540340776,41793.71221516302,11335.95813993948,9531.64719290339,24728.707598343306,25876.159042476607,13059.187992086005,13265.48292971641,13283.957103235552,56405.26237617352,45484.441547098046,28378.383211346907,13667.809375244367,15831.340362930418,16024.29284190811,69072.88210212105,23324.6704108886
141361,Young Harris College,Young Harris,GA,4,2,21.0,0.6264,,755,22034.0,19721.0,17986.0,20095.0,22992.0,25053.0,48301.0,32305.0,0.2038,0.4175,0.6461,0.5885714286,0.282,79068.45809,27000.0,12000.0,12000.0,12000.0,404,47195.0,28097.0,66894.0,64000.0,young harris college,68656.18685496709,49573.39195266788,20240.509776165367,23597.67764178257,27711.260278711266,28837.15852040557,22614.441073374965,12316.115679427228,20624.362048174182,81151.35636919865,48438.25662421401,33156.00975199138,18459.804717514846,12316.115679427228,12316.115679427228,65685.95029027856,25712.970509724197
141486,Chaminade University of Honolulu,Honolulu,HI,4,2,19.0,0.9143,1060.0,1672,28856.0,31589.0,21591.0,25597.0,28054.0,29306.0,45798.0,30874.0,0.4133,0.554,0.7037,0.5073947668,0.4233825199,52419.884058,23250.0,16104.0,18699.0,19000.0,695,52343.0,32180.0,73655.0,77200.0,chaminade university of honolulu,75595.29169735104,47004.45549053402,32421.148183118894,28793.02577255429,23862.474128890255,33027.716880330685,29616.152837129343,19191.58725746748,26271.301087191565,53800.77966337428,53721.87025068829,31687.31295721969,22159.77113620944,16528.22724179134,19500.516492426446,79233.6775376485,30078.007175107865
